gene	report_path	remaining_if_gap	remaining_pae_gap
ASB7	detail/chromatin/ASB7/ASB7-evaluation.md	False	True
ASXL3	detail/chromatin/ASXL3/ASXL3-evaluation.md	True	False
AUNIP	detail/chromatin/AUNIP/AUNIP-evaluation.md	False	True
BOD1L2	detail/chromatin/BOD1L2/BOD1L2-evaluation.md	True	True
CENPK	detail/chromatin/CENPK/CENPK-evaluation.md	True	False
CENPL	detail/chromatin/CENPL/CENPL-evaluation.md	True	False
CENPX	detail/chromatin/CENPX/CENPX-evaluation.md	True	False
EME2	detail/chromatin/EME2/EME2-evaluation.md	True	False
FBXO18	detail/chromatin/FBXO18/FBXO18-evaluation.md	True	False
NCAPD2	detail/chromatin/NCAPD2/NCAPD2-evaluation.md	False	True
PRRC2A	detail/chromatin/PRRC2A/PRRC2A-evaluation.md	True	False
RTF2	detail/chromatin/RTF2/RTF2-evaluation.md	True	False
UFL1	detail/chromatin/UFL1/UFL1-evaluation.md	True	False
ABRAXAS1	detail/nuclear-body/ABRAXAS1/ABRAXAS1-evaluation.md	False	True
BABAM1	detail/nuclear-body/BABAM1/BABAM1-evaluation.md	False	True
TRIM8	detail/nuclear-body/TRIM8/TRIM8-evaluation.md	False	True
AGPAT3	detail/nuclear-envelope/AGPAT3/AGPAT3-evaluation.md	True	False
ARFGAP1	detail/nuclear-envelope/ARFGAP1/ARFGAP1-evaluation.md	False	True
FAM156A	detail/nuclear-envelope/FAM156A/FAM156A-evaluation.md	True	False
FAM156B	detail/nuclear-envelope/FAM156B/FAM156B-evaluation.md	True	False
CCDC85C	detail/nuclear-speckle/CCDC85C/CCDC85C-evaluation.md	False	True
ALKBH4	detail/nucleolus/ALKBH4/ALKBH4-evaluation.md	True	False
BCAS3	detail/nucleolus/BCAS3/BCAS3-evaluation.md	False	True
C6orf89	detail/nucleolus/C6orf89/C6orf89-evaluation.md	True	False
CAMKMT	detail/nucleolus/CAMKMT/CAMKMT-evaluation.md	False	True
CEP85	detail/nucleolus/CEP85/CEP85-evaluation.md	False	True
DIEXF	detail/nucleolus/DIEXF/DIEXF-evaluation.md	True	False
FOXO6	detail/nucleolus/FOXO6/FOXO6-evaluation.md	True	False
FRG1	detail/nucleolus/FRG1/FRG1-evaluation.md	True	False
FSAF1	detail/nucleolus/FSAF1/FSAF1-evaluation.md	True	False
AAAS	detail/nucleoplasm/AAAS/AAAS-evaluation.md	False	True
AAMDC	detail/nucleoplasm/AAMDC/AAMDC-evaluation.md	False	True
ABITRAM	detail/nucleoplasm/ABITRAM/ABITRAM-evaluation.md	False	True
ABLIM3	detail/nucleoplasm/ABLIM3/ABLIM3-evaluation.md	False	True
ABTB2	detail/nucleoplasm/ABTB2/ABTB2-evaluation.md	False	True
ACBD4	detail/nucleoplasm/ACBD4/ACBD4-evaluation.md	False	True
ADAM33	detail/nucleoplasm/ADAM33/ADAM33-evaluation.md	True	False
ADAT3	detail/nucleoplasm/ADAT3/ADAT3-evaluation.md	False	True
ANAPC10	detail/nucleoplasm/ANAPC10/ANAPC10-evaluation.md	False	True
ANAPC4	detail/nucleoplasm/ANAPC4/ANAPC4-evaluation.md	True	False
ANHX	detail/nucleoplasm/ANHX/ANHX-evaluation.md	True	False
ANKFN1	detail/nucleoplasm/ANKFN1/ANKFN1-evaluation.md	False	True
ANKMY2	detail/nucleoplasm/ANKMY2/ANKMY2-evaluation.md	False	True
ANKRD10	detail/nucleoplasm/ANKRD10/ANKRD10-evaluation.md	False	True
ANKRD12	detail/nucleoplasm/ANKRD12/ANKRD12-evaluation.md	False	True
ANKRD23	detail/nucleoplasm/ANKRD23/ANKRD23-evaluation.md	False	True
ANKRD30B	detail/nucleoplasm/ANKRD30B/ANKRD30B-evaluation.md	False	True
ANKRD36	detail/nucleoplasm/ANKRD36/ANKRD36-evaluation.md	False	True
ANKRD36B	detail/nucleoplasm/ANKRD36B/ANKRD36B-evaluation.md	False	True
ANKRD37	detail/nucleoplasm/ANKRD37/ANKRD37-evaluation.md	False	True
ANKS1A	detail/nucleoplasm/ANKS1A/ANKS1A-evaluation.md	False	True
ANKS3	detail/nucleoplasm/ANKS3/ANKS3-evaluation.md	False	True
ARGFX	detail/nucleoplasm/ARGFX/ARGFX-evaluation.md	True	False
ASCL3	detail/nucleoplasm/ASCL3/ASCL3-evaluation.md	True	False
ASCL4	detail/nucleoplasm/ASCL4/ASCL4-evaluation.md	True	False
ASCL5	detail/nucleoplasm/ASCL5/ASCL5-evaluation.md	True	False
ATF7IP2	detail/nucleoplasm/ATF7IP2/ATF7IP2-evaluation.md	True	False
ATG10	detail/nucleoplasm/ATG10/ATG10-evaluation.md	False	True
ATOSB	detail/nucleoplasm/ATOSB/ATOSB-evaluation.md	False	True
ATXN3L	detail/nucleoplasm/ATXN3L/ATXN3L-evaluation.md	True	False
ATXN8	detail/nucleoplasm/ATXN8/ATXN8-evaluation.md	True	True
BABAM2	detail/nucleoplasm/BABAM2/BABAM2-evaluation.md	False	True
BACC1	detail/nucleoplasm/BACC1/BACC1-evaluation.md	True	False
BARHL1	detail/nucleoplasm/BARHL1/BARHL1-evaluation.md	True	False
BCLAF1	detail/nucleoplasm/BCLAF1/BCLAF1-evaluation.md	False	True
BEND2	detail/nucleoplasm/BEND2/BEND2-evaluation.md	True	False
BEND6	detail/nucleoplasm/BEND6/BEND6-evaluation.md	False	True
BOD1	detail/nucleoplasm/BOD1/BOD1-evaluation.md	True	False
BOD1L1	detail/nucleoplasm/BOD1L1/BOD1L1-evaluation.md	False	True
BTBD10	detail/nucleoplasm/BTBD10/BTBD10-evaluation.md	False	True
C2CD4B	detail/nucleoplasm/C2CD4B/C2CD4B-evaluation.md	True	False
CCHCR1	detail/nucleoplasm/CCHCR1/CCHCR1-evaluation.md	True	False
CDY1B	detail/nucleoplasm/CDY1B/CDY1B-evaluation.md	True	True
CDY2B	detail/nucleoplasm/CDY2B/CDY2B-evaluation.md	True	True
CELF5	detail/nucleoplasm/CELF5/CELF5-evaluation.md	True	False
CENPBD1	detail/nucleoplasm/CENPBD1/CENPBD1-evaluation.md	True	False
CENPS	detail/nucleoplasm/CENPS/CENPS-evaluation.md	True	False
CEP19	detail/nucleoplasm/CEP19/CEP19-evaluation.md	False	True
CEP63	detail/nucleoplasm/CEP63/CEP63-evaluation.md	False	True
CEP68	detail/nucleoplasm/CEP68/CEP68-evaluation.md	False	True
CEPT1	detail/nucleoplasm/CEPT1/CEPT1-evaluation.md	True	False
CERS4	detail/nucleoplasm/CERS4/CERS4-evaluation.md	True	False
CHCT1	detail/nucleoplasm/CHCT1/CHCT1-evaluation.md	False	True
CITED4	detail/nucleoplasm/CITED4/CITED4-evaluation.md	False	True
CLASP1	detail/nucleoplasm/CLASP1/CLASP1-evaluation.md	True	False
CMIP	detail/nucleoplasm/CMIP/CMIP-evaluation.md	False	True
CNPPD1	detail/nucleoplasm/CNPPD1/CNPPD1-evaluation.md	True	False
CSNK2A2	detail/nucleoplasm/CSNK2A2/CSNK2A2-evaluation.md	True	False
CSNK2A3	detail/nucleoplasm/CSNK2A3/CSNK2A3-evaluation.md	False	True
DUSP5	detail/nucleoplasm/DUSP5/DUSP5-evaluation.md	True	False
EML3	detail/nucleoplasm/EML3/EML3-evaluation.md	True	False
EPM2AIP1	detail/nucleoplasm/EPM2AIP1/EPM2AIP1-evaluation.md	True	False
ERP29	detail/nucleoplasm/ERP29/ERP29-evaluation.md	True	False
ESCO1	detail/nucleoplasm/ESCO1/ESCO1-evaluation.md	True	False
EVX2	detail/nucleoplasm/EVX2/EVX2-evaluation.md	True	False
EXOC1	detail/nucleoplasm/EXOC1/EXOC1-evaluation.md	True	False
FAM168B	detail/nucleoplasm/FAM168B/FAM168B-evaluation.md	True	False
FAM170A	detail/nucleoplasm/FAM170A/FAM170A-evaluation.md	True	False
FAM209B	detail/nucleoplasm/FAM209B/FAM209B-evaluation.md	True	False
FANCB	detail/nucleoplasm/FANCB/FANCB-evaluation.md	True	False
FBXL5	detail/nucleoplasm/FBXL5/FBXL5-evaluation.md	True	False
FBXO22	detail/nucleoplasm/FBXO22/FBXO22-evaluation.md	True	False
FBXO24	detail/nucleoplasm/FBXO24/FBXO24-evaluation.md	True	False
FBXO25	detail/nucleoplasm/FBXO25/FBXO25-evaluation.md	True	False
FIGNL1	detail/nucleoplasm/FIGNL1/FIGNL1-evaluation.md	True	False
HELT	detail/nucleoplasm/HELT/HELT-evaluation.md	True	False
HMX1	detail/nucleoplasm/HMX1/HMX1-evaluation.md	True	False
HMX2	detail/nucleoplasm/HMX2/HMX2-evaluation.md	True	False
LTA4H	detail/nucleoplasm/LTA4H/LTA4H-evaluation.md	False	True
MAB21L4	detail/nucleoplasm/MAB21L4/MAB21L4-evaluation.md	False	True
MAEA	detail/nucleoplasm/MAEA/MAEA-evaluation.md	False	True
MAEL	detail/nucleoplasm/MAEL/MAEL-evaluation.md	True	False
MEI4	detail/nucleoplasm/MEI4/MEI4-evaluation.md	True	False
MEIKIN	detail/nucleoplasm/MEIKIN/MEIKIN-evaluation.md	True	False
METTL5	detail/nucleoplasm/METTL5/METTL5-evaluation.md	True	False
MIS12	detail/nucleoplasm/MIS12/MIS12-evaluation.md	True	False
MKKS	detail/nucleoplasm/MKKS/MKKS-evaluation.md	False	True
MND1	detail/nucleoplasm/MND1/MND1-evaluation.md	True	False
MT1A	detail/nucleoplasm/MT1A/MT1A-evaluation.md	False	True
NPTXR	detail/nucleoplasm/NPTXR/NPTXR-evaluation.md	True	False
NQO2	detail/nucleoplasm/NQO2/NQO2-evaluation.md	False	True
NSMCE3	detail/nucleoplasm/NSMCE3/NSMCE3-evaluation.md	True	False
NUTF2	detail/nucleoplasm/NUTF2/NUTF2-evaluation.md	True	False
OLIG3	detail/nucleoplasm/OLIG3/OLIG3-evaluation.md	True	False
PCGF6	detail/nucleoplasm/PCGF6/PCGF6-evaluation.md	True	False
PHF19	detail/nucleoplasm/PHF19/PHF19-evaluation.md	True	False
RMP64	detail/nucleoplasm/RMP64/RMP64-evaluation.md	True	False
ROGDI	detail/nucleoplasm/ROGDI/ROGDI-evaluation.md	True	False
RWDD3	detail/nucleoplasm/RWDD3/RWDD3-evaluation.md	True	False
SEH1L	detail/nucleoplasm/SEH1L/SEH1L-evaluation.md	True	False
SLFN14	detail/nucleoplasm/SLFN14/SLFN14-evaluation.md	True	False
SNTG1	detail/nucleoplasm/SNTG1/SNTG1-evaluation.md	True	False
TCF25	detail/nucleoplasm/TCF25/TCF25-evaluation.md	True	True
TDRD9	detail/nucleoplasm/TDRD9/TDRD9-evaluation.md	True	False
TPRX1	detail/nucleoplasm/TPRX1/TPRX1-evaluation.md	True	False
ABRAXAS2	detail/nucleus-cytoplasm/ABRAXAS2/ABRAXAS2-evaluation.md	False	True
ANKRD33	detail/nucleus-cytoplasm/ANKRD33/ANKRD33-evaluation.md	True	False
ASB10	detail/nucleus-cytoplasm/ASB10/ASB10-evaluation.md	True	False
ASRGL1	detail/nucleus-cytoplasm/ASRGL1/ASRGL1-evaluation.md	True	False
BOLA2	detail/nucleus-cytoplasm/BOLA2/BOLA2-evaluation.md	True	False
BOLA2B	detail/nucleus-cytoplasm/BOLA2B/BOLA2B-evaluation.md	False	True
BRI3	detail/nucleus-cytoplasm/BRI3/BRI3-evaluation.md	True	False
CABLES1	detail/nucleus-cytoplasm/CABLES1/CABLES1-evaluation.md	False	True
CABYR	detail/nucleus-cytoplasm/CABYR/CABYR-evaluation.md	False	True
CALML6	detail/nucleus-cytoplasm/CALML6/CALML6-evaluation.md	False	True
CNOT8	detail/nucleus-cytoplasm/CNOT8/CNOT8-evaluation.md	True	False
CSNK2A2IP	detail/nucleus-cytoplasm/CSNK2A2IP/CSNK2A2IP-evaluation.md	True	False
PADI6	detail/nucleus-cytoplasm/PADI6/PADI6-evaluation.md	True	False
PAN2	detail/nucleus-cytoplasm/PAN2/PAN2-evaluation.md	True	False
PAN3	detail/nucleus-cytoplasm/PAN3/PAN3-evaluation.md	True	False
PKIG	detail/nucleus-cytoplasm/PKIG/PKIG-evaluation.md	False	True
PREPL	detail/nucleus-cytoplasm/PREPL/PREPL-evaluation.md	True	False
RIPPLY1	detail/nucleus-cytoplasm/RIPPLY1/RIPPLY1-evaluation.md	True	False
SAMD7	detail/nucleus-cytoplasm/SAMD7/SAMD7-evaluation.md	True	False
TIPIN	detail/nucleus-cytoplasm/TIPIN/TIPIN-evaluation.md	True	False
TLE6	detail/nucleus-cytoplasm/TLE6/TLE6-evaluation.md	True	False
TSPYL2	detail/nucleus-cytoplasm/TSPYL2/TSPYL2-evaluation.md	True	False
ABTB3	detail/rejected/ABTB3/ABTB3-evaluation.md	False	True
ACOXL	detail/rejected/ACOXL/ACOXL-evaluation.md	False	True
ACP4	detail/rejected/ACP4/ACP4-evaluation.md	False	True
ADIG	detail/rejected/ADIG/ADIG-evaluation.md	True	False
ADPRHL1	detail/rejected/ADPRHL1/ADPRHL1-evaluation.md	False	True
AKAP6	detail/rejected/AKAP6/AKAP6-evaluation.md	True	False
CARHSP1	detail/rejected/CARHSP1/CARHSP1-evaluation.md	True	False
CARMIL2	detail/rejected/CARMIL2/CARMIL2-evaluation.md	True	False
CARMIL3	detail/rejected/CARMIL3/CARMIL3-evaluation.md	True	False
CBLL2	detail/rejected/CBLL2/CBLL2-evaluation.md	True	False
CBX3P9	detail/rejected/CBX3P9/CBX3P9-evaluation.md	True	False
CDKL4	detail/rejected/CDKL4/CDKL4-evaluation.md	True	False
CDKN2AIPNL	detail/rejected/CDKN2AIPNL/CDKN2AIPNL-evaluation.md	True	False
CDNF	detail/rejected/CDNF/CDNF-evaluation.md	True	False
CDRT15L2	detail/rejected/CDRT15L2/CDRT15L2-evaluation.md	True	False
DHCR24	detail/rejected/DHCR24/DHCR24-evaluation.md	True	False
DHRS9	detail/rejected/DHRS9/DHRS9-evaluation.md	True	False
DIS3L2	detail/rejected/DIS3L2/DIS3L2-evaluation.md	True	False
DLEU1	detail/rejected/DLEU1/DLEU1-evaluation.md	True	False
DLEU2	detail/rejected/DLEU2/DLEU2-evaluation.md	True	False
DLGAP2	detail/rejected/DLGAP2/DLGAP2-evaluation.md	True	False
DNAJC14	detail/rejected/DNAJC14/DNAJC14-evaluation.md	True	False
DNAJC15	detail/rejected/DNAJC15/DNAJC15-evaluation.md	True	False
DNAJC19	detail/rejected/DNAJC19/DNAJC19-evaluation.md	True	False
DNAJC3	detail/rejected/DNAJC3/DNAJC3-evaluation.md	True	False
DNAJC30	detail/rejected/DNAJC30/DNAJC30-evaluation.md	True	False
DNAJC4	detail/rejected/DNAJC4/DNAJC4-evaluation.md	True	False
DNAJC5B	detail/rejected/DNAJC5B/DNAJC5B-evaluation.md	True	False
DOCK11	detail/rejected/DOCK11/DOCK11-evaluation.md	True	False
DOCK2	detail/rejected/DOCK2/DOCK2-evaluation.md	True	False
DOCK7	detail/rejected/DOCK7/DOCK7-evaluation.md	True	False
DOCK9	detail/rejected/DOCK9/DOCK9-evaluation.md	True	False
DPEP2	detail/rejected/DPEP2/DPEP2-evaluation.md	True	False
DSC1	detail/rejected/DSC1/DSC1-evaluation.md	True	False
DUSP13	detail/rejected/DUSP13/DUSP13-evaluation.md	True	False
E2F2	detail/rejected/E2F2/E2F2-evaluation.md	True	False
EAF2	detail/rejected/EAF2/EAF2-evaluation.md	True	False
EGR4	detail/rejected/EGR4/EGR4-evaluation.md	True	False
ELOA3P	detail/rejected/ELOA3P/ELOA3P-evaluation.md	True	False
EMC4	detail/rejected/EMC4/EMC4-evaluation.md	True	False
EMC7	detail/rejected/EMC7/EMC7-evaluation.md	True	False
EMC9	detail/rejected/EMC9/EMC9-evaluation.md	True	False
EML5	detail/rejected/EML5/EML5-evaluation.md	True	False
EPHA10	detail/rejected/EPHA10/EPHA10-evaluation.md	True	False
ERG28	detail/rejected/ERG28/ERG28-evaluation.md	True	False
ERLEC1	detail/rejected/ERLEC1/ERLEC1-evaluation.md	True	False
ERO1A	detail/rejected/ERO1A/ERO1A-evaluation.md	True	False
ERP27	detail/rejected/ERP27/ERP27-evaluation.md	True	False
ERP44	detail/rejected/ERP44/ERP44-evaluation.md	True	False
ETFRF1	detail/rejected/ETFRF1/ETFRF1-evaluation.md	True	False
ETNK2	detail/rejected/ETNK2/ETNK2-evaluation.md	True	False
EXOC4	detail/rejected/EXOC4/EXOC4-evaluation.md	True	False
FAM104B	detail/rejected/FAM104B/FAM104B-evaluation.md	True	False
FAM120AOS	detail/rejected/FAM120AOS/FAM120AOS-evaluation.md	True	False
FAM151A	detail/rejected/FAM151A/FAM151A-evaluation.md	True	False
FAM153A	detail/rejected/FAM153A/FAM153A-evaluation.md	True	False
FAM153B	detail/rejected/FAM153B/FAM153B-evaluation.md	True	False
FAM153C	detail/rejected/FAM153C/FAM153C-evaluation.md	True	False
FAM155A	detail/rejected/FAM155A/FAM155A-evaluation.md	True	False
FAM157A	detail/rejected/FAM157A/FAM157A-evaluation.md	True	False
FAM157B	detail/rejected/FAM157B/FAM157B-evaluation.md	True	False
FAM157C	detail/rejected/FAM157C/FAM157C-evaluation.md	True	False
FAM169B	detail/rejected/FAM169B/FAM169B-evaluation.md	True	False
FAM171A2	detail/rejected/FAM171A2/FAM171A2-evaluation.md	True	False
FAM184B	detail/rejected/FAM184B/FAM184B-evaluation.md	True	False
FAM187B	detail/rejected/FAM187B/FAM187B-evaluation.md	True	False
FAM189A2	detail/rejected/FAM189A2/FAM189A2-evaluation.md	True	False
FAM196A	detail/rejected/FAM196A/FAM196A-evaluation.md	True	False
FAM196B	detail/rejected/FAM196B/FAM196B-evaluation.md	True	False
FAM200A	detail/rejected/FAM200A/FAM200A-evaluation.md	True	False
FAM225A	detail/rejected/FAM225A/FAM225A-evaluation.md	True	False
FAM226B	detail/rejected/FAM226B/FAM226B-evaluation.md	True	False
FASTKD5	detail/rejected/FASTKD5/FASTKD5-evaluation.md	True	False
FBXO15	detail/rejected/FBXO15/FBXO15-evaluation.md	True	False
FBXO17	detail/rejected/FBXO17/FBXO17-evaluation.md	True	False
FOXI3	detail/rejected/FOXI3/FOXI3-evaluation.md	True	False
FRG2	detail/rejected/FRG2/FRG2-evaluation.md	True	False
GCM1	detail/rejected/GCM1/GCM1-evaluation.md	True	False
GCM2	detail/rejected/GCM2/GCM2-evaluation.md	True	False
KLF10	detail/rejected/KLF10/KLF10-evaluation.md	True	False
KLF14	detail/rejected/KLF14/KLF14-evaluation.md	True	False
MAGEL2	detail/rejected/MAGEL2/MAGEL2-evaluation.md	True	False
MRO	detail/rejected/MRO/MRO-evaluation.md	True	False
MX2	detail/rejected/MX2/MX2-evaluation.md	True	False
NANOGNB	detail/rejected/NANOGNB/NANOGNB-evaluation.md	True	False
NDE1	detail/rejected/NDE1/NDE1-evaluation.md	True	False
NEUROD2	detail/rejected/NEUROD2/NEUROD2-evaluation.md	True	False
NFS1	detail/rejected/NFS1/NFS1-evaluation.md	True	False
NHSL3	detail/rejected/NHSL3/NHSL3-evaluation.md	True	False
NOBOX	detail/rejected/NOBOX/NOBOX-evaluation.md	True	False
NUTM1	detail/rejected/NUTM1/NUTM1-evaluation.md	True	False
OLIG1	detail/rejected/OLIG1/OLIG1-evaluation.md	True	False
OSR1	detail/rejected/OSR1/OSR1-evaluation.md	True	False
PADI4	detail/rejected/PADI4/PADI4-evaluation.md	True	False
PASK	detail/rejected/PASK/PASK-evaluation.md	True	False
PAX1	detail/rejected/PAX1/PAX1-evaluation.md	True	False
PAX4	detail/rejected/PAX4/PAX4-evaluation.md	True	False
PITX3	detail/rejected/PITX3/PITX3-evaluation.md	True	False
PLCG2	detail/rejected/PLCG2/PLCG2-evaluation.md	True	False
POU4F1	detail/rejected/POU4F1/POU4F1-evaluation.md	True	False
POU4F2	detail/rejected/POU4F2/POU4F2-evaluation.md	True	False
PRM2	detail/rejected/PRM2/PRM2-evaluation.md	True	False
PROP1	detail/rejected/PROP1/PROP1-evaluation.md	True	False
PURA	detail/rejected/PURA/PURA-evaluation.md	True	False
RAX	detail/rejected/RAX/RAX-evaluation.md	True	False
RD3	detail/rejected/RD3/RD3-evaluation.md	True	False
RERE	detail/rejected/RERE/RERE-evaluation.md	True	False
SHOX2	detail/rejected/SHOX2/SHOX2-evaluation.md	True	False
SKA2	detail/rejected/SKA2/SKA2-evaluation.md	True	False
SLX4	detail/rejected/SLX4/SLX4-evaluation.md	True	False
SPAG4	detail/rejected/SPAG4/SPAG4-evaluation.md	True	False
SPEG	detail/rejected/SPEG/SPEG-evaluation.md	True	False
SPIC	detail/rejected/SPIC/SPIC-evaluation.md	True	False
TAGLN	detail/rejected/TAGLN/TAGLN-evaluation.md	True	False
TBR1	detail/rejected/TBR1/TBR1-evaluation.md	True	False
TGIF2	detail/rejected/TGIF2/TGIF2-evaluation.md	True	False
TGIF2LY	detail/rejected/TGIF2LY/TGIF2LY-evaluation.md	True	False
TLE1	detail/rejected/TLE1/TLE1-evaluation.md	True	False
TLX1	detail/rejected/TLX1/TLX1-evaluation.md	True	False
TNKS2	detail/rejected/TNKS2/TNKS2-evaluation.md	True	False
TNMD	detail/rejected/TNMD/TNMD-evaluation.md	True	False
TNP2	detail/rejected/TNP2/TNP2-evaluation.md	True	False
TNPO1	detail/rejected/TNPO1/TNPO1-evaluation.md	True	False
TP53INP2	detail/rejected/TP53INP2/TP53INP2-evaluation.md	True	False
TPRX2	detail/rejected/TPRX2/TPRX2-evaluation.md	True	False
TRIM37	detail/rejected/TRIM37/TRIM37-evaluation.md	True	False
TTN	detail/rejected/TTN/TTN-evaluation.md	True	False
WDR43	detail/rejected/WDR43/WDR43-evaluation.md	True	False
WWP2	detail/rejected/WWP2/WWP2-evaluation.md	True	False
YBX2	detail/rejected/YBX2/YBX2-evaluation.md	True	False
ZMPSTE24	detail/rejected/ZMPSTE24/ZMPSTE24-evaluation.md	True	False
ZWILCH	detail/rejected/ZWILCH/ZWILCH-evaluation.md	True	False
