gene	current_path	status	current_lines	current_chars	risk	issues	existed_in_prev_commit	prev_commit	prev_lines	prev_chars	recommended_action	reason
BLMH	detail/rejected/BLMH/BLMH-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
BLTP3B	detail/rejected/BLTP3B/BLTP3B-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
BLVRB	detail/rejected/BLVRB/BLVRB-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
BMP2K	detail/rejected/BMP2K/BMP2K-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
BMS1	detail/rejected/BMS1/BMS1-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
BNIP2	detail/rejected/BNIP2/BNIP2-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
BOD1	detail/rejected/BOD1/BOD1-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
BOD1L1	detail/rejected/BOD1L1/BOD1L1-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
BOLA2	detail/rejected/BOLA2/BOLA2-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
BPNT1	detail/rejected/BPNT1/BPNT1-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
BPNT2	detail/rejected/BPNT2/BPNT2-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
BRCC3	detail/rejected/BRCC3/BRCC3-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
BRI3	detail/rejected/BRI3/BRI3-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
BRIX1	detail/rejected/BRIX1/BRIX1-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
BRK1	detail/rejected/BRK1/BRK1-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
BRME1	detail/rejected/BRME1/BRME1-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
BROX	detail/rejected/BROX/BROX-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
BRPF3	detail/rejected/BRPF3/BRPF3-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
BSPRY	detail/rejected/BSPRY/BSPRY-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
BTBD1	detail/rejected/BTBD1/BTBD1-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
BTBD18	detail/rejected/BTBD18/BTBD18-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
BTBD3	detail/rejected/BTBD3/BTBD3-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
BTF3L4	detail/rejected/BTF3L4/BTF3L4-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
BTNL9	detail/rejected/BTNL9/BTNL9-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
C10orf71	detail/rejected/C10orf71/C10orf71-evaluation.md	rejected	11	192	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
C10orf90	detail/rejected/C10orf90/C10orf90-evaluation.md	rejected	11	192	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
C11orf58	detail/rejected/C11orf58/C11orf58-evaluation.md	rejected	11	192	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
C11orf68	detail/rejected/C11orf68/C11orf68-evaluation.md	rejected	11	192	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
C14orf39	detail/rejected/C14orf39/C14orf39-evaluation.md	rejected	11	192	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
C19orf47	detail/rejected/C19orf47/C19orf47-evaluation.md	rejected	11	192	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
C19orf84	detail/rejected/C19orf84/C19orf84-evaluation.md	rejected	11	192	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
C1orf146	detail/rejected/C1orf146/C1orf146-evaluation.md	rejected	11	192	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
C1orf174	detail/rejected/C1orf174/C1orf174-evaluation.md	rejected	11	192	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
C1orf21	detail/rejected/C1orf21/C1orf21-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
C1orf226	detail/rejected/C1orf226/C1orf226-evaluation.md	rejected	11	192	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
C1orf35	detail/rejected/C1orf35/C1orf35-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
C1orf52	detail/rejected/C1orf52/C1orf52-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
C2CD4A	detail/rejected/C2CD4A/C2CD4A-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
C2CD4B	detail/rejected/C2CD4B/C2CD4B-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
C6orf52	detail/rejected/C6orf52/C6orf52-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
C6orf89	detail/rejected/C6orf89/C6orf89-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
C7orf25	detail/rejected/C7orf25/C7orf25-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
C8orf34	detail/rejected/C8orf34/C8orf34-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
C8orf48	detail/rejected/C8orf48/C8orf48-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
C8orf58	detail/rejected/C8orf58/C8orf58-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
C8orf76	detail/rejected/C8orf76/C8orf76-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CABCOCO1	detail/rejected/CABCOCO1/CABCOCO1-evaluation.md	rejected	11	192	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CACNA1D	detail/rejected/CACNA1D/CACNA1D-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CACUL1	detail/rejected/CACUL1/CACUL1-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CADPS2	detail/rejected/CADPS2/CADPS2-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CAMK2N2	detail/rejected/CAMK2N2/CAMK2N2-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CAMKK1	detail/rejected/CAMKK1/CAMKK1-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CAMLG	detail/rejected/CAMLG/CAMLG-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CAND2	detail/rejected/CAND2/CAND2-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CAPS2	detail/rejected/CAPS2/CAPS2-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CARD8	detail/rejected/CARD8/CARD8-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CARF	detail/rejected/CARF/CARF-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CASD1	detail/rejected/CASD1/CASD1-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CASKIN1	detail/rejected/CASKIN1/CASKIN1-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CBLC	detail/rejected/CBLC/CBLC-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CBR3	detail/rejected/CBR3/CBR3-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CC2D1B	detail/rejected/CC2D1B/CC2D1B-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CCDC110	detail/rejected/CCDC110/CCDC110-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CCDC112	detail/rejected/CCDC112/CCDC112-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CCDC117	detail/rejected/CCDC117/CCDC117-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CCDC12	detail/rejected/CCDC12/CCDC12-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CCDC122	detail/rejected/CCDC122/CCDC122-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CCDC141	detail/rejected/CCDC141/CCDC141-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CCDC148	detail/rejected/CCDC148/CCDC148-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CCDC159	detail/rejected/CCDC159/CCDC159-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CCDC169	detail/rejected/CCDC169/CCDC169-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CCDC39	detail/rejected/CCDC39/CCDC39-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CCDC59	detail/rejected/CCDC59/CCDC59-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CCDC61	detail/rejected/CCDC61/CCDC61-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CCDC74A	detail/rejected/CCDC74A/CCDC74A-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CCDC77	detail/rejected/CCDC77/CCDC77-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CCDC8	detail/rejected/CCDC8/CCDC8-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CCDC83	detail/rejected/CCDC83/CCDC83-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CCDC85B	detail/rejected/CCDC85B/CCDC85B-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CCDC88B	detail/rejected/CCDC88B/CCDC88B-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CCDC91	detail/rejected/CCDC91/CCDC91-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CCDC97	detail/rejected/CCDC97/CCDC97-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CCDC9B	detail/rejected/CCDC9B/CCDC9B-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CCER1	detail/rejected/CCER1/CCER1-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CCHCR1	detail/rejected/CCHCR1/CCHCR1-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CCT8	detail/rejected/CCT8/CCT8-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CD1E	detail/rejected/CD1E/CD1E-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CDADC1	detail/rejected/CDADC1/CDADC1-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CDPF1	detail/rejected/CDPF1/CDPF1-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CDV3	detail/rejected/CDV3/CDV3-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CENPN	detail/rejected/CENPN/CENPN-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CENPO	detail/rejected/CENPO/CENPO-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CENPQ	detail/rejected/CENPQ/CENPQ-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CENPS	detail/rejected/CENPS/CENPS-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CENPW	detail/rejected/CENPW/CENPW-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CEP112	detail/rejected/CEP112/CEP112-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CEP20	detail/rejected/CEP20/CEP20-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CEP350	detail/rejected/CEP350/CEP350-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CEP57	detail/rejected/CEP57/CEP57-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CEP70	detail/rejected/CEP70/CEP70-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CEPT1	detail/rejected/CEPT1/CEPT1-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CERKL	detail/rejected/CERKL/CERKL-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CERS3	detail/rejected/CERS3/CERS3-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CERS4	detail/rejected/CERS4/CERS4-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CERT1	detail/rejected/CERT1/CERT1-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CES3	detail/rejected/CES3/CES3-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CETN1	detail/rejected/CETN1/CETN1-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CETN3	detail/rejected/CETN3/CETN3-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CGNL1	detail/rejected/CGNL1/CGNL1-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CHCHD1	detail/rejected/CHCHD1/CHCHD1-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CHFR	detail/rejected/CHFR/CHFR-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CHMP1B	detail/rejected/CHMP1B/CHMP1B-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CHMP2A	detail/rejected/CHMP2A/CHMP2A-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CHMP4B	detail/rejected/CHMP4B/CHMP4B-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CHN2	detail/rejected/CHN2/CHN2-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CHPF2	detail/rejected/CHPF2/CHPF2-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CHRAC1	detail/rejected/CHRAC1/CHRAC1-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CHST1	detail/rejected/CHST1/CHST1-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CHST2	detail/rejected/CHST2/CHST2-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CHST7	detail/rejected/CHST7/CHST7-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CHTF18	detail/rejected/CHTF18/CHTF18-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CIAO1	detail/rejected/CIAO1/CIAO1-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CIAO2A	detail/rejected/CIAO2A/CIAO2A-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CIAO2B	detail/rejected/CIAO2B/CIAO2B-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
