gene	current_path	status	current_lines	current_chars	risk	issues	existed_in_prev_commit	prev_commit	prev_lines	prev_chars	recommended_action	reason
EID2	detail/rejected/EID2/EID2-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
EID3	detail/rejected/EID3/EID3-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
EIPR1	detail/rejected/EIPR1/EIPR1-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
ELFN1	detail/rejected/ELFN1/ELFN1-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
ELFN2	detail/rejected/ELFN2/ELFN2-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
ELMOD1	detail/rejected/ELMOD1/ELMOD1-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
ELOC	detail/rejected/ELOC/ELOC-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
EME2	detail/rejected/EME2/EME2-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
EML3	detail/rejected/EML3/EML3-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
ENDOV	detail/rejected/ENDOV/ENDOV-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
ENOPH1	detail/rejected/ENOPH1/ENOPH1-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
ENTREP3	detail/rejected/ENTREP3/ENTREP3-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
EPB41	detail/rejected/EPB41/EPB41-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
EPN1	detail/rejected/EPN1/EPN1-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
EPN3	detail/rejected/EPN3/EPN3-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
EQTN	detail/rejected/EQTN/EQTN-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
ERAP1	detail/rejected/ERAP1/ERAP1-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
ERCC8	detail/rejected/ERCC8/ERCC8-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
ERGIC1	detail/rejected/ERGIC1/ERGIC1-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
ERGIC2	detail/rejected/ERGIC2/ERGIC2-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
ERI3	detail/rejected/ERI3/ERI3-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
ERICH1	detail/rejected/ERICH1/ERICH1-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
ERICH3	detail/rejected/ERICH3/ERICH3-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
ERP29	detail/rejected/ERP29/ERP29-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
ESF1	detail/rejected/ESF1/ESF1-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
ETAA1	detail/rejected/ETAA1/ETAA1-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
ETNK1	detail/rejected/ETNK1/ETNK1-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
EVC2	detail/rejected/EVC2/EVC2-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
EVI5	detail/rejected/EVI5/EVI5-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
EXOC3L2	detail/rejected/EXOC3L2/EXOC3L2-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
EYA4	detail/rejected/EYA4/EYA4-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
F8A2	detail/rejected/F8A2/F8A2-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FA2H	detail/rejected/FA2H/FA2H-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FADS3	detail/rejected/FADS3/FADS3-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FAM107A	detail/rejected/FAM107A/FAM107A-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FAM107B	detail/rejected/FAM107B/FAM107B-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FAM110C	detail/rejected/FAM110C/FAM110C-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FAM111A	detail/rejected/FAM111A/FAM111A-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FAM111B	detail/rejected/FAM111B/FAM111B-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FAM114A1	detail/rejected/FAM114A1/FAM114A1-evaluation.md	rejected	11	192	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FAM120B	detail/rejected/FAM120B/FAM120B-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FAM120C	detail/rejected/FAM120C/FAM120C-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FAM124B	detail/rejected/FAM124B/FAM124B-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FAM131B	detail/rejected/FAM131B/FAM131B-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FAM133A	detail/rejected/FAM133A/FAM133A-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FAM133B	detail/rejected/FAM133B/FAM133B-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FAM13B	detail/rejected/FAM13B/FAM13B-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FAM161A	detail/rejected/FAM161A/FAM161A-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FAM168A	detail/rejected/FAM168A/FAM168A-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FAM177A1	detail/rejected/FAM177A1/FAM177A1-evaluation.md	rejected	11	192	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FAM181B	detail/rejected/FAM181B/FAM181B-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FAM186A	detail/rejected/FAM186A/FAM186A-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FAM193A	detail/rejected/FAM193A/FAM193A-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FAM20B	detail/rejected/FAM20B/FAM20B-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FAM219A	detail/rejected/FAM219A/FAM219A-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FAM222B	detail/rejected/FAM222B/FAM222B-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FAM241B	detail/rejected/FAM241B/FAM241B-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FAM50B	detail/rejected/FAM50B/FAM50B-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FAM53A	detail/rejected/FAM53A/FAM53A-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FAM78A	detail/rejected/FAM78A/FAM78A-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FAM81A	detail/rejected/FAM81A/FAM81A-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FAM98B	detail/rejected/FAM98B/FAM98B-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FAM98C	detail/rejected/FAM98C/FAM98C-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FAR2	detail/rejected/FAR2/FAR2-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FBLIM1	detail/rejected/FBLIM1/FBLIM1-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FBRS	detail/rejected/FBRS/FBRS-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FBXL2	detail/rejected/FBXL2/FBXL2-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FBXL21P	detail/rejected/FBXL21P/FBXL21P-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FBXO10	detail/rejected/FBXO10/FBXO10-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FBXO16	detail/rejected/FBXO16/FBXO16-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FBXO25	detail/rejected/FBXO25/FBXO25-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FBXO3	detail/rejected/FBXO3/FBXO3-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FBXO31	detail/rejected/FBXO31/FBXO31-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FBXO33	detail/rejected/FBXO33/FBXO33-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FBXO34	detail/rejected/FBXO34/FBXO34-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FBXO41	detail/rejected/FBXO41/FBXO41-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FBXO44	detail/rejected/FBXO44/FBXO44-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FBXO46	detail/rejected/FBXO46/FBXO46-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FBXO5	detail/rejected/FBXO5/FBXO5-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FBXO7	detail/rejected/FBXO7/FBXO7-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FBXO8	detail/rejected/FBXO8/FBXO8-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FBXW10B	detail/rejected/FBXW10B/FBXW10B-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FBXW2	detail/rejected/FBXW2/FBXW2-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FCF1	detail/rejected/FCF1/FCF1-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FEM1B	detail/rejected/FEM1B/FEM1B-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FERMT2	detail/rejected/FERMT2/FERMT2-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FERRY3	detail/rejected/FERRY3/FERRY3-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FGF11	detail/rejected/FGF11/FGF11-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FGF14	detail/rejected/FGF14/FGF14-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FHAD1	detail/rejected/FHAD1/FHAD1-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FICD	detail/rejected/FICD/FICD-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FIGN	detail/rejected/FIGN/FIGN-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FILIP1L	detail/rejected/FILIP1L/FILIP1L-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FKBP14	detail/rejected/FKBP14/FKBP14-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FKBP3	detail/rejected/FKBP3/FKBP3-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FKBP6	detail/rejected/FKBP6/FKBP6-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FKBPL	detail/rejected/FKBPL/FKBPL-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FKTN	detail/rejected/FKTN/FKTN-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FLYWCH2	detail/rejected/FLYWCH2/FLYWCH2-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FN3KRP	detail/rejected/FN3KRP/FN3KRP-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FNDC3A	detail/rejected/FNDC3A/FNDC3A-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FOXD4	detail/rejected/FOXD4/FOXD4-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FOXD4L1	detail/rejected/FOXD4L1/FOXD4L1-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FOXD4L4	detail/rejected/FOXD4L4/FOXD4L4-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FOXD4L6	detail/rejected/FOXD4L6/FOXD4L6-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FOXL2NB	detail/rejected/FOXL2NB/FOXL2NB-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FOXL3	detail/rejected/FOXL3/FOXL3-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FRA10AC1	detail/rejected/FRA10AC1/FRA10AC1-evaluation.md	rejected	11	192	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FRAT2	detail/rejected/FRAT2/FRAT2-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FRMD4A	detail/rejected/FRMD4A/FRMD4A-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FSD2	detail/rejected/FSD2/FSD2-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FUT9	detail/rejected/FUT9/FUT9-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FYB1	detail/rejected/FYB1/FYB1-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
Fcor	detail/rejected/Fcor/Fcor-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
GAB3	detail/rejected/GAB3/GAB3-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
GABARAPL2	detail/rejected/GABARAPL2/GABARAPL2-evaluation.md	rejected	11	194	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
GALNT10	detail/rejected/GALNT10/GALNT10-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
GALNT12	detail/rejected/GALNT12/GALNT12-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
GALNT14	detail/rejected/GALNT14/GALNT14-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
GALNT17	detail/rejected/GALNT17/GALNT17-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
GALNT5	detail/rejected/GALNT5/GALNT5-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
GALNT6	detail/rejected/GALNT6/GALNT6-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
GAREM1	detail/rejected/GAREM1/GAREM1-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
GARIN1A	detail/rejected/GARIN1A/GARIN1A-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
GARIN5A	detail/rejected/GARIN5A/GARIN5A-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
GARRE1	detail/rejected/GARRE1/GARRE1-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
