gene	cat	status	length	priority	issues_count	issues
BEND2	nucleoplasm	scored	4916	OK	0	OK
BEND6	nucleoplasm	scored	942	HIGH	2	NO_PDB;NO_LITERATURE
BHLHA15	nucleoplasm	scored	4736	OK	0	OK
BRF2	nucleoplasm	scored	5258	OK	0	OK
BRIP1	nucleoplasm	scored	2740	MED	1	NO_pLDDT
BRSK1	nucleoplasm	scored	3156	MED	1	NO_pLDDT
BRWD3	nucleoplasm	scored	5280	OK	0	OK
BSX	nucleoplasm	scored	4712	OK	0	OK
BTAF1	nucleoplasm	scored	6144	OK	0	OK
BTBD10	nucleoplasm	scored	2098	HIGH	2	NO_PDB;NO_LITERATURE
BTBD7	nucleoplasm	scored	5137	OK	0	OK
BTBD8	nucleoplasm	scored	955	HIGH	2	NO_PDB;NO_LITERATURE
BUD13	nucleoplasm	scored	5005	OK	0	OK
BUD31	nucleoplasm	scored	5416	OK	0	OK
C11orf21	nucleoplasm	scored	5654	OK	0	OK
C11orf71	nucleoplasm	scored	4774	OK	0	OK
C16orf46	nucleoplasm	scored	945	HIGH	2	NO_PDB;NO_LITERATURE
CADM4	nucleoplasm	scored	3405	OK	0	OK
CAMK1D	nucleoplasm	scored	2792	MED	1	NO_pLDDT
CAMTA2	nucleoplasm	scored	5772	OK	0	OK
CAPZB	nucleoplasm	scored	3517	OK	0	OK
CBFA2T2	nucleoplasm	scored	6717	OK	0	OK
CCAR1	nucleoplasm	scored	4306	MED	1	NO_pLDDT
CCDC137	nucleoplasm	scored	5221	OK	0	OK
CCDC174	nucleoplasm	scored	5122	OK	0	OK
CCDC82	nucleoplasm	scored	4172	OK	0	OK
CCDC85C	nucleoplasm	scored	5654	OK	0	OK
CCDC86	nucleoplasm	scored	5660	OK	0	OK
CCDC88A	nucleoplasm	scored	2077	MED	1	NO_LITERATURE
CCDC92	nucleoplasm	scored	5692	OK	0	OK
CD2BP2	nucleoplasm	scored	2728	MED	1	NO_pLDDT
CDAN1	nucleoplasm	scored	4887	OK	0	OK
CDC123	nucleoplasm	scored	3293	OK	0	OK
CDC14A	nucleoplasm	scored	5495	OK	0	OK
CDX4	nucleoplasm	scored	4171	MED	1	NO_pLDDT
CDY1B	nucleoplasm	scored	914	HIGH	2	NO_PDB;NO_LITERATURE
CDY2B	nucleoplasm	scored	808	HIGH	2	NO_PDB;NO_LITERATURE
CDYL2	nucleoplasm	scored	2657	MED	1	NO_pLDDT
CEBPG	nucleoplasm	scored	4307	MED	1	NO_pLDDT
CEBPZ	nucleoplasm	scored	6203	OK	0	OK
CECR2	nucleoplasm	scored	2880	MED	1	NO_pLDDT
CENPH	nucleoplasm	scored	5197	OK	0	OK
CENPI	nucleoplasm	scored	5405	OK	0	OK
CENPK	nucleoplasm	scored	5392	OK	0	OK
CENPM	nucleoplasm	scored	5246	OK	0	OK
CENPP	nucleoplasm	scored	5386	OK	0	OK
CENPT	nucleoplasm	scored	5100	OK	0	OK
CENPU	nucleoplasm	scored	5609	OK	0	OK
CENPX	nucleoplasm	scored	5145	OK	0	OK
CEP152	nucleoplasm	scored	3432	OK	0	OK
CEP19	nucleoplasm	scored	1826	HIGH	2	NO_PDB;NO_LITERATURE
CEP63	nucleoplasm	scored	1721	OK	0	OK
CEP68	nucleoplasm	scored	1564	HIGH	2	NO_PDB;NO_LITERATURE
CGRRF1	nucleoplasm	scored	4435	OK	0	OK
CHAF1B	nucleoplasm	scored	2870	MED	1	NO_pLDDT
CHCT1	nucleoplasm	scored	764	HIGH	2	NO_PDB;NO_LITERATURE
CHML	nucleoplasm	scored	4772	OK	0	OK
CHMP1A	nucleoplasm	scored	5312	OK	0	OK
CHP2	nucleoplasm	scored	4948	OK	0	OK
CILK1	nucleoplasm	scored	2951	MED	1	NO_pLDDT
CIPC	nucleoplasm	scored	4039	MED	1	NO_pLDDT
CITED1	nucleoplasm	scored	2596	MED	1	NO_pLDDT
CITED4	nucleoplasm	scored	2992	MED	1	NO_pLDDT
CLASP1	nucleoplasm	scored	5221	OK	0	OK
CLK1	nucleoplasm	scored	2739	MED	1	NO_pLDDT
CLK2	nucleoplasm	scored	2971	MED	1	NO_pLDDT
CLK3	nucleoplasm	scored	2946	MED	1	NO_pLDDT
CLK4	nucleoplasm	scored	2816	MED	1	NO_pLDDT
CLNS1A	nucleoplasm	scored	5504	OK	0	OK
CNTLN	nucleoplasm	scored	4060	OK	0	OK
COG5	nucleoplasm	scored	4650	OK	0	OK
COLGALT2	nucleoplasm	scored	3422	OK	0	OK
CPNE4	nucleoplasm	scored	3239	OK	0	OK
CREBL2	nucleoplasm	scored	6094	OK	0	OK
CREBRF	nucleoplasm	scored	7362	MED	1	NO_PUBMED_COUNT
CRIPT	nucleoplasm	scored	3468	OK	0	OK
CRTC3	nucleoplasm	scored	5168	OK	0	OK
CSNK2A2	nucleoplasm	scored	2859	MED	1	NO_pLDDT
CSNK2A3	nucleoplasm	scored	2104	HIGH	2	NO_PDB;NO_LITERATURE
CSNK2B	nucleoplasm	scored	2719	MED	1	NO_pLDDT
CSRNP1	nucleoplasm	scored	6211	OK	0	OK
CSRNP2	nucleoplasm	scored	5839	OK	0	OK
CSRNP3	nucleoplasm	scored	4566	OK	0	OK
CSRP1	nucleoplasm	scored	4089	MED	1	NO_pLDDT
CSRP2	nucleoplasm	scored	3992	MED	1	NO_pLDDT
CSRP3	nucleoplasm	scored	5504	OK	0	OK
CSTF1	nucleoplasm	scored	5113	OK	0	OK
CSTF2T	nucleoplasm	scored	3921	MED	1	NO_pLDDT
CSTF3	nucleoplasm	scored	5990	OK	0	OK
CTCFL	nucleoplasm	scored	2683	MED	1	NO_pLDDT
CTDP1	nucleoplasm	scored	2893	MED	1	NO_pLDDT
CTDSP2	nucleoplasm	scored	2634	MED	1	NO_pLDDT
CTDSPL	nucleoplasm	scored	2704	MED	1	NO_pLDDT
CTNNBL1	nucleoplasm	scored	4583	MED	1	NO_pLDDT
CUTC	nucleoplasm	scored	5042	OK	0	OK
CWC15	nucleoplasm	scored	6175	OK	0	OK
CWC27	nucleoplasm	scored	5911	OK	0	OK
CYB561A3	nucleoplasm	scored	5541	OK	0	OK
DACH2	nucleoplasm	scored	4296	OK	0	OK
DBR1	nucleoplasm	scored	4281	OK	0	OK
DBX1	nucleoplasm	scored	3963	OK	0	OK
DBX2	nucleoplasm	scored	3972	OK	0	OK
DCLK3	nucleoplasm	scored	2707	MED	1	NO_pLDDT
DDIT4L	nucleoplasm	scored	3322	OK	0	OK
DDX19B	nucleoplasm	scored	2840	MED	1	NO_pLDDT
DDX39A	nucleoplasm	scored	2896	MED	1	NO_pLDDT
DDX3Y	nucleoplasm	scored	2671	MED	1	NO_pLDDT
DENND2D	nucleoplasm	scored	3368	OK	0	OK
DEPDC1	nucleoplasm	scored	4501	OK	0	OK
DET1	nucleoplasm	scored	4274	OK	0	OK
DIP2C	nucleoplasm	scored	3248	OK	0	OK
DMBX1	nucleoplasm	scored	4052	OK	0	OK
DMRT3	nucleoplasm	scored	4437	OK	0	OK
DMRTA1	nucleoplasm	scored	4198	OK	0	OK
DMRTA2	nucleoplasm	scored	4181	OK	0	OK
DMRTB1	nucleoplasm	scored	4112	OK	0	OK
DMRTC2	nucleoplasm	scored	4057	OK	0	OK
DNTT	nucleoplasm	scored	4294	OK	0	OK
DNTTIP1	nucleoplasm	scored	4676	OK	0	OK
DOCK10	nucleoplasm	scored	3409	OK	0	OK
DONSON	nucleoplasm	scored	4139	OK	0	OK
DPRX	nucleoplasm	scored	4759	MED	1	NO_PUBMED_COUNT
DPY30	nucleoplasm	scored	4557	OK	0	OK
DRAP1	nucleoplasm	scored	4217	OK	0	OK
DRGX	nucleoplasm	scored	4267	OK	0	OK
DRICH1	nucleoplasm	scored	5465	OK	0	OK
DSCC1	nucleoplasm	scored	4498	OK	0	OK
DTX1	nucleoplasm	scored	2577	MED	1	NO_pLDDT
DTX3L	nucleoplasm	scored	2896	MED	1	NO_pLDDT
DUXA	nucleoplasm	scored	3849	OK	0	OK
DUXB	nucleoplasm	scored	3907	OK	0	OK
DXO	nucleoplasm	scored	4386	OK	0	OK
DYRK2	nucleoplasm	scored	2633	MED	1	NO_pLDDT
E4F1	nucleoplasm	scored	3479	OK	0	OK
EBF4	nucleoplasm	scored	4501	OK	0	OK
ECEL1	nucleoplasm	scored	3952	OK	0	OK
ECSIT	nucleoplasm	scored	6048	OK	0	OK
EDF1	nucleoplasm	scored	4358	OK	0	OK
EEF1AKMT4	nucleoplasm	scored	3704	OK	0	OK
EGLN2	nucleoplasm	scored	3381	OK	0	OK
ELF2	nucleoplasm	scored	4009	OK	0	OK
ELK4	nucleoplasm	scored	3482	OK	0	OK
ELL2	nucleoplasm	scored	4130	OK	0	OK
ELL3	nucleoplasm	scored	3881	OK	0	OK
ELOB	nucleoplasm	scored	4330	OK	0	OK
ELP1	nucleoplasm	scored	4104	OK	0	OK
ELP2	nucleoplasm	scored	3493	OK	0	OK
ELP3	nucleoplasm	scored	4302	OK	0	OK
EMC6	nucleoplasm	scored	3245	OK	0	OK
ENSA	nucleoplasm	scored	3631	OK	0	OK
EP400	nucleoplasm	scored	10402	MED	1	NO_pLDDT
EPB41L4A	nucleoplasm	scored	4223	OK	0	OK
ERCC6L	nucleoplasm	scored	4353	OK	0	OK
ESPL1	nucleoplasm	scored	3448	OK	0	OK
ETV7	nucleoplasm	scored	4246	OK	0	OK
EVX1	nucleoplasm	scored	3333	OK	0	OK
EVX2	nucleoplasm	scored	5752	OK	0	OK
FANCM	nucleoplasm	scored	3197	OK	0	OK
FBXL19	nucleoplasm	scored	4289	OK	0	OK
FBXL3	nucleoplasm	scored	6614	OK	0	OK
FBXL4	nucleoplasm	scored	4277	OK	0	OK
FBXL5	nucleoplasm	scored	4150	OK	0	OK
FBXO2	nucleoplasm	scored	3485	OK	0	OK
FBXO22	nucleoplasm	scored	3963	OK	0	OK
FBXO28	nucleoplasm	scored	4019	OK	0	OK
FBXO38	nucleoplasm	scored	5783	OK	0	OK
FBXO4	nucleoplasm	scored	3322	OK	0	OK
FBXO42	nucleoplasm	scored	4164	OK	0	OK
FBXW11	nucleoplasm	scored	3597	OK	0	OK
FERD3L	nucleoplasm	scored	4103	OK	0	OK
FGGY	nucleoplasm	scored	4385	OK	0	OK
FHL5	nucleoplasm	scored	3989	OK	0	OK
FIBP	nucleoplasm	scored	10142	OK	0	OK
FIGNL1	nucleoplasm	scored	6098	OK	0	OK
FMN1	nucleoplasm	scored	4504	OK	0	OK
FOXB1	nucleoplasm	scored	4509	OK	0	OK
FOXB2	nucleoplasm	scored	4306	OK	0	OK
FOXD4L5	nucleoplasm	scored	3753	OK	0	OK
FOXI2	nucleoplasm	scored	4301	OK	0	OK
FOXJ3	nucleoplasm	scored	5349	OK	0	OK
FOXK2	nucleoplasm	scored	4630	OK	0	OK
FOXN2	nucleoplasm	scored	3268	OK	0	OK
FOXN3	nucleoplasm	scored	4537	OK	0	OK
FOXN4	nucleoplasm	scored	4389	OK	0	OK
FOXO3B	nucleoplasm	scored	4135	OK	0	OK
FOXS1	nucleoplasm	scored	3419	OK	0	OK
FRK	nucleoplasm	scored	3424	OK	0	OK
FTSJ3	nucleoplasm	scored	4501	OK	0	OK
FUBP3	nucleoplasm	scored	4380	OK	0	OK
GABPB1	nucleoplasm	scored	5119	HIGH	2	NO_PDB;NO_LITERATURE
GABPB2	nucleoplasm	scored	4990	HIGH	2	NO_PDB;NO_LITERATURE
GALK2	nucleoplasm	scored	3427	MED	1	NO_PDB
GALNT7	nucleoplasm	scored	3523	MED	1	NO_PDB
GBP4	nucleoplasm	scored	5107	HIGH	2	NO_PDB;NO_LITERATURE
GEMIN4	nucleoplasm	scored	5931	MED	1	NO_PDB
GGPS1	nucleoplasm	scored	3548	MED	1	NO_PDB
GLIPR1	nucleoplasm	scored	5252	HIGH	2	NO_PDB;NO_LITERATURE
GMEB1	nucleoplasm	scored	5590	MED	1	NO_PDB
GNB5	nucleoplasm	scored	5454	HIGH	2	NO_PDB;NO_LITERATURE
GON4L	nucleoplasm	scored	5199	HIGH	2	NO_PDB;NO_LITERATURE
GPBP1L1	nucleoplasm	scored	7246	OK	0	OK
GPCPD1	nucleoplasm	scored	4902	HIGH	2	NO_PDB;NO_LITERATURE
GPRIN3	nucleoplasm	scored	5132	HIGH	2	NO_PDB;NO_LITERATURE
GRHL1	nucleoplasm	scored	5054	HIGH	2	NO_PDB;NO_LITERATURE
GRWD1	nucleoplasm	scored	5901	MED	1	NO_PDB
GSC2	nucleoplasm	scored	4870	HIGH	2	NO_PDB;NO_LITERATURE
GSE1	nucleoplasm	scored	4871	HIGH	2	NO_PDB;NO_LITERATURE
GSK3A	nucleoplasm	scored	3377	MED	1	NO_PDB
GSX1	nucleoplasm	scored	4980	HIGH	2	NO_PDB;NO_LITERATURE
GSX2	nucleoplasm	scored	4677	HIGH	2	NO_PDB;NO_LITERATURE
GTSE1	nucleoplasm	scored	3442	MED	1	NO_PDB
HASPIN	nucleoplasm	scored	3359	MED	1	NO_PDB
HAT1	nucleoplasm	scored	3493	MED	1	NO_PDB
HDGFL2	nucleoplasm	scored	3615	MED	1	NO_PDB
HDLBP	nucleoplasm	scored	8141	OK	0	OK
HELT	nucleoplasm	scored	3459	MED	1	NO_PDB
HEMGN	nucleoplasm	scored	3607	MED	1	NO_PDB
HES7	nucleoplasm	scored	3252	MED	1	NO_PDB
HEYL	nucleoplasm	scored	3452	MED	1	NO_PDB
HIF3A	nucleoplasm	scored	3564	MED	1	NO_PDB
HIPK1	nucleoplasm	scored	3542	MED	1	NO_PDB
HLX	nucleoplasm	scored	3421	MED	1	NO_PDB
HMBOX1	nucleoplasm	scored	3687	MED	1	NO_PDB
HMCES	nucleoplasm	scored	3578	MED	1	NO_PDB
HMG20A	nucleoplasm	scored	3498	MED	1	NO_PDB
HMG20B	nucleoplasm	scored	3680	MED	1	NO_PDB
HMGN3	nucleoplasm	scored	3425	OK	0	OK
HMGN5	nucleoplasm	scored	3397	OK	0	OK
HMGXB4	nucleoplasm	scored	3470	MED	1	NO_PDB
HMX1	nucleoplasm	scored	3121	MED	1	NO_PDB
HMX2	nucleoplasm	scored	3271	MED	1	NO_PDB
HNF4G	nucleoplasm	scored	3400	MED	1	NO_PDB
HOMEZ	nucleoplasm	scored	3389	MED	1	NO_PDB
HORMAD1	nucleoplasm	scored	3401	MED	1	NO_PDB
HS6ST1	nucleoplasm	scored	3423	MED	1	NO_PDB
HSF2BP	nucleoplasm	scored	3398	MED	1	NO_PDB
HSF3	nucleoplasm	scored	3109	OK	0	OK
HSF4	nucleoplasm	scored	3268	MED	1	NO_PDB
HSF5	nucleoplasm	scored	3435	MED	1	NO_PDB
HTATSF1	nucleoplasm	scored	3435	OK	0	OK
HUNK	nucleoplasm	scored	3204	OK	0	OK
HYPK	nucleoplasm	scored	3242	MED	1	NO_PDB
IAH1	nucleoplasm	scored	3421	OK	0	OK
IARS1	nucleoplasm	scored	3376	OK	0	OK
ICE1	nucleoplasm	scored	4602	OK	0	OK
ICE2	nucleoplasm	scored	4597	OK	0	OK
IFRD2	nucleoplasm	scored	4633	OK	0	OK
IFT140	nucleoplasm	scored	3383	OK	0	OK
INKA1	nucleoplasm	scored	3321	OK	0	OK
IPMK	nucleoplasm	scored	4530	OK	0	OK
IRX1	nucleoplasm	scored	4505	OK	0	OK
IRX2	nucleoplasm	scored	4475	OK	0	OK
IRX4	nucleoplasm	scored	4442	OK	0	OK
IRX5	nucleoplasm	scored	4459	OK	0	OK
IRX6	nucleoplasm	scored	4479	OK	0	OK
ISX	nucleoplasm	scored	4510	OK	0	OK
ITPKB	nucleoplasm	scored	3530	OK	0	OK
IVNS1ABP	nucleoplasm	scored	5143	OK	0	OK
IWS1	nucleoplasm	scored	4418	OK	0	OK
JADE2	nucleoplasm	scored	4708	OK	0	OK
KANSL2	nucleoplasm	scored	5082	MED	1	NO_PDB
KANSL3	nucleoplasm	scored	5296	MED	1	NO_PDB
KCTD1	nucleoplasm	scored	4977	MED	1	NO_PDB
KCTD13	nucleoplasm	scored	5034	MED	1	NO_PDB
KLHDC4	nucleoplasm	scored	5011	MED	1	NO_PDB
KLHDC8A	nucleoplasm	scored	4451	MED	1	NO_PDB
LBX2	nucleoplasm	scored	4314	MED	1	NO_PDB
LCOR	nucleoplasm	scored	5041	MED	1	NO_PDB
LDOC1	nucleoplasm	scored	4766	MED	1	NO_PDB
LENG8	nucleoplasm	scored	4779	MED	1	NO_PDB
LEUTX	nucleoplasm	scored	5754	MED	1	NO_PUBMED_COUNT
LHX5	nucleoplasm	scored	5157	MED	1	NO_PDB
LRR1	nucleoplasm	scored	4786	MED	1	NO_PDB
LRRC10	nucleoplasm	scored	4290	MED	1	NO_PDB
LRRC31	nucleoplasm	scored	4433	MED	1	NO_PDB
LSM8	nucleoplasm	scored	4396	MED	1	NO_PDB
MAB21L1	nucleoplasm	scored	5394	OK	0	OK
MAB21L4	nucleoplasm	scored	2972	MED	1	NO_PDB
MACROD1	nucleoplasm	scored	2606	MED	1	NO_pLDDT
MAEA	nucleoplasm	scored	3086	MED	1	NO_pLDDT
MAEL	nucleoplasm	scored	5386	OK	0	OK
MAF1	nucleoplasm	scored	5336	OK	0	OK
MAGEB16	nucleoplasm	scored	4847	OK	0	OK
MAMLD1	nucleoplasm	scored	4965	OK	0	OK
MAST4	nucleoplasm	scored	5469	OK	0	OK
MAU2	nucleoplasm	scored	5217	OK	0	OK
MBTD1	nucleoplasm	scored	5911	OK	0	OK
MCIDAS	nucleoplasm	scored	4931	OK	0	OK
MCMBP	nucleoplasm	scored	5093	OK	0	OK
MCRS1	nucleoplasm	scored	5317	OK	0	OK
MDFIC	nucleoplasm	scored	5402	OK	0	OK
MDP1	nucleoplasm	scored	5427	OK	0	OK
MEAF6	nucleoplasm	scored	5447	OK	0	OK
MEI4	nucleoplasm	scored	5083	OK	0	OK
MEIKIN	nucleoplasm	scored	5069	OK	0	OK
MEIOC	nucleoplasm	scored	6704	OK	0	OK
MEIS3	nucleoplasm	scored	4648	OK	0	OK
MEOX1	nucleoplasm	scored	5080	OK	0	OK
MEOX2	nucleoplasm	scored	4477	OK	0	OK
MEPCE	nucleoplasm	scored	5665	OK	0	OK
MESP2	nucleoplasm	scored	4305	OK	0	OK
METTL18	nucleoplasm	scored	5781	OK	0	OK
METTL4	nucleoplasm	scored	4438	OK	0	OK
METTL5	nucleoplasm	scored	4940	OK	0	OK
METTL6	nucleoplasm	scored	5644	OK	0	OK
MIER1	nucleoplasm	scored	6015	OK	0	OK
MIS12	nucleoplasm	scored	4949	OK	0	OK
MIS18BP1	nucleoplasm	scored	5536	OK	0	OK
MIX23	nucleoplasm	scored	6115	OK	0	OK
MKRN1	nucleoplasm	scored	5201	OK	0	OK
MKS1	nucleoplasm	scored	5128	OK	0	OK
MLF2	nucleoplasm	scored	5405	OK	0	OK
MLLT1	nucleoplasm	scored	5259	OK	0	OK
MLLT11	nucleoplasm	scored	5298	OK	0	OK
MLLT6	nucleoplasm	scored	5743	OK	0	OK
MNAT1	nucleoplasm	scored	5431	OK	0	OK
MND1	nucleoplasm	scored	5022	OK	0	OK
MORF4L1	nucleoplasm	scored	5657	OK	0	OK
MORF4L2	nucleoplasm	scored	5566	OK	0	OK
MPPED2	nucleoplasm	scored	5604	OK	0	OK
MROH1	nucleoplasm	scored	5288	OK	0	OK
MRTFB	nucleoplasm	scored	5152	OK	0	OK
MSGN1	nucleoplasm	scored	4509	OK	0	OK
MTA2	nucleoplasm	scored	2783	MED	1	NO_pLDDT
MTA3	nucleoplasm	scored	2744	MED	1	NO_pLDDT
MTBP	nucleoplasm	scored	5532	OK	0	OK
MTCP1	nucleoplasm	scored	3183	MED	1	NO_PDB
MTREX	nucleoplasm	scored	6041	OK	0	OK
MXD3	nucleoplasm	scored	6055	OK	0	OK
MXD4	nucleoplasm	scored	5373	OK	0	OK
MYCT1	nucleoplasm	scored	4888	OK	0	OK
MYEF2	nucleoplasm	scored	4885	OK	0	OK
MYPOP	nucleoplasm	scored	5453	OK	0	OK
MYSM1	nucleoplasm	scored	7555	OK	0	OK
NAA20	nucleoplasm	scored	4188	MED	1	NO_pLDDT
NAA35	nucleoplasm	scored	3471	OK	0	OK
NAA38	nucleoplasm	scored	4262	MED	1	NO_pLDDT
NAB1	nucleoplasm	scored	4515	MED	1	NO_pLDDT
NAGK	nucleoplasm	scored	3306	OK	0	OK
NAP1L5	nucleoplasm	scored	2787	MED	1	NO_pLDDT
NAPRT	nucleoplasm	scored	3441	OK	0	OK
NCAPD3	nucleoplasm	scored	2813	MED	1	NO_pLDDT
NCAPG2	nucleoplasm	scored	2685	MED	1	NO_pLDDT
NCOA5	nucleoplasm	scored	4385	MED	1	NO_pLDDT
NEK6	nucleoplasm	scored	3067	MED	1	NO_pLDDT
NELFA	nucleoplasm	scored	4523	MED	1	NO_pLDDT
NFKBID	nucleoplasm	scored	4474	MED	1	NO_pLDDT
NFRKB	nucleoplasm	scored	4727	MED	1	NO_pLDDT
NHLH2	nucleoplasm	scored	4510	MED	1	NO_pLDDT
NINL	nucleoplasm	scored	3446	OK	0	OK
NKAP	nucleoplasm	scored	4466	MED	1	NO_pLDDT
NKTR	nucleoplasm	scored	3337	OK	0	OK
NLK	nucleoplasm	scored	2839	MED	1	NO_pLDDT
NPAS1	nucleoplasm	scored	4764	MED	1	NO_pLDDT
NPAS3	nucleoplasm	scored	4537	MED	1	NO_pLDDT
NPDC1	nucleoplasm	scored	3329	OK	0	OK
NRDE2	nucleoplasm	scored	4419	MED	1	NO_pLDDT
NRSN2	nucleoplasm	scored	3354	OK	0	OK
NUB1	nucleoplasm	scored	4824	MED	1	NO_pLDDT
NUTF2	nucleoplasm	scored	5878	OK	0	OK
ODAM	nucleoplasm	scored	3443	OK	0	OK
OGFRL1	nucleoplasm	scored	3300	OK	0	OK
OLFM2	nucleoplasm	scored	3459	OK	0	OK
OLIG3	nucleoplasm	scored	4205	MED	1	NO_pLDDT
OPHN1	nucleoplasm	scored	3363	OK	0	OK
OSGIN1	nucleoplasm	scored	3390	OK	0	OK
P3H2	nucleoplasm	scored	3459	OK	0	OK
PAK5	nucleoplasm	scored	2807	MED	1	NO_pLDDT
PAXBP1	nucleoplasm	scored	4142	MED	1	NO_pLDDT
PCGF5	nucleoplasm	scored	2767	MED	1	NO_pLDDT
PCGF6	nucleoplasm	scored	2795	MED	1	NO_pLDDT
PCP4	nucleoplasm	scored	4183	MED	1	NO_pLDDT
PCYT2	nucleoplasm	scored	3338	OK	0	OK
PDIK1L	nucleoplasm	scored	2791	MED	1	NO_pLDDT
PDLIM5	nucleoplasm	scored	3461	OK	0	OK
PEF1	nucleoplasm	scored	3552	OK	0	OK
PHC3	nucleoplasm	scored	4451	MED	1	NO_pLDDT
PHF10	nucleoplasm	scored	2750	MED	1	NO_pLDDT
PHF12	nucleoplasm	scored	2806	MED	1	NO_pLDDT
PHF13	nucleoplasm	scored	2718	MED	1	NO_pLDDT
