batch_id	priority	gene	path	lines	nuclear_score	issue_count	missing_or_suspect_sources	needs_harvest	needs_reevaluation	recommended_action	state	reason
1	P0	RCBTB1	detail/rejected/RCBTB1/RCBTB1-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
1	P0	YPEL1	detail/rejected/YPEL1/YPEL1-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
1	P0	PTOV1	detail/rejected/PTOV1/PTOV1-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
1	P0	OOEP	detail/rejected/OOEP/OOEP-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
1	P0	RMI2	detail/rejected/RMI2/RMI2-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
2	P0	URI1	detail/rejected/URI1/URI1-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
2	P0	PLSCR4	detail/rejected/PLSCR4/PLSCR4-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
2	P0	TSPY8	detail/rejected/TSPY8/TSPY8-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
2	P0	MACO1	detail/rejected/MACO1/MACO1-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
2	P0	SYNE3	detail/rejected/SYNE3/SYNE3-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
3	P0	JMJD7	detail/rejected/JMJD7/JMJD7-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
3	P0	PLEKHA2	detail/rejected/PLEKHA2/PLEKHA2-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
3	P0	FIRRM	detail/rejected/FIRRM/FIRRM-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
3	P0	FAM9B	detail/rejected/FAM9B/FAM9B-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
3	P0	INPP4A	detail/rejected/INPP4A/INPP4A-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
4	P0	IFFO1	detail/rejected/IFFO1/IFFO1-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
4	P0	NDOR1	detail/rejected/NDOR1/NDOR1-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
4	P0	PTTG1IP	detail/rejected/PTTG1IP/PTTG1IP-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
4	P0	TSPY9	detail/rejected/TSPY9/TSPY9-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
4	P0	WDR74	detail/rejected/WDR74/WDR74-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
5	P0	DAZ4	detail/rejected/DAZ4/DAZ4-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
5	P0	KLHDC10	detail/rejected/KLHDC10/KLHDC10-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
5	P0	GHDC	detail/rejected/GHDC/GHDC-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
5	P0	STYX	detail/rejected/STYX/STYX-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
5	P0	LYRM4	detail/rejected/LYRM4/LYRM4-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
6	P0	NTMT2	detail/rejected/NTMT2/NTMT2-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
6	P0	TATDN1	detail/rejected/TATDN1/TATDN1-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
6	P0	WDR18	detail/rejected/WDR18/WDR18-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
6	P0	Ifi211	detail/rejected/Ifi211/Ifi211-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
6	P0	SHISA5	detail/rejected/SHISA5/SHISA5-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
7	P0	TRAK1	detail/rejected/TRAK1/TRAK1-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
7	P0	Gm52993	detail/rejected/Gm52993/Gm52993-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
7	P0	KLHL20	detail/rejected/KLHL20/KLHL20-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
7	P0	ELAC1	detail/rejected/ELAC1/ELAC1-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
7	P0	ELP5	detail/rejected/ELP5/ELP5-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
8	P0	TC2N	detail/rejected/TC2N/TC2N-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
8	P0	SEPTIN12	detail/rejected/SEPTIN12/SEPTIN12-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
8	P0	NICN1	detail/rejected/NICN1/NICN1-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
8	P0	TRIM68	detail/rejected/TRIM68/TRIM68-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
8	P0	XRRA1	detail/rejected/XRRA1/XRRA1-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
9	P0	TERB2	detail/rejected/TERB2/TERB2-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
9	P0	DGCR6L	detail/rejected/DGCR6L/DGCR6L-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
9	P0	PRR19	detail/rejected/PRR19/PRR19-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
9	P0	Trap1a	detail/rejected/Trap1a/Trap1a-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
9	P0	RUSC1	detail/rejected/RUSC1/RUSC1-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
10	P0	STPG1	detail/rejected/STPG1/STPG1-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
10	P0	TMC8	detail/rejected/TMC8/TMC8-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
10	P0	TNKS1BP1	detail/rejected/TNKS1BP1/TNKS1BP1-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
10	P0	RAMACL	detail/rejected/RAMACL/RAMACL-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
10	P0	DNAAF4	detail/rejected/DNAAF4/DNAAF4-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
11	P0	Sox19	detail/rejected/Sox19/Sox19-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
11	P0	PPM1E	detail/rejected/PPM1E/PPM1E-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
11	P0	GARIN3	detail/rejected/GARIN3/GARIN3-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
11	P0	DUX3	detail/rejected/DUX3/DUX3-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
11	P0	DYNLT4	detail/rejected/DYNLT4/DYNLT4-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
12	P0	ZNG1C	detail/rejected/ZNG1C/ZNG1C-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
12	P0	HINT3	detail/rejected/HINT3/HINT3-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
12	P0	JPT2	detail/rejected/JPT2/JPT2-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
12	P0	NUPR2	detail/rejected/NUPR2/NUPR2-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
12	P0	COMMD6	detail/rejected/COMMD6/COMMD6-evaluation.md	56	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
13	P0	COMMD8	detail/rejected/COMMD8/COMMD8-evaluation.md	56	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
13	P0	MSL3B	detail/rejected/MSL3B/MSL3B-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
13	P0	Oog1	detail/rejected/Oog1/Oog1-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
13	P0	CCDC89	detail/rejected/CCDC89/CCDC89-evaluation.md	56	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
13	P0	SSUH2	detail/rejected/SSUH2/SSUH2-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
14	P0	KLHDC2	detail/rejected/KLHDC2/KLHDC2-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
14	P0	HMGB4	detail/rejected/HMGB4/HMGB4-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
14	P0	COMMD9	detail/rejected/COMMD9/COMMD9-evaluation.md	56	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
14	P0	TUBD1	detail/rejected/TUBD1/TUBD1-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
14	P0	RFPL3	detail/rejected/RFPL3/RFPL3-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
15	P0	SAAL1	detail/rejected/SAAL1/SAAL1-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
15	P0	Slfn1	detail/rejected/Slfn1/Slfn1-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
15	P0	MID1IP1	detail/rejected/MID1IP1/MID1IP1-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
15	P0	Isoc2a	detail/rejected/Isoc2a/Isoc2a-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
15	P0	ERICH6	detail/rejected/ERICH6/ERICH6-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
16	P0	DUX5	detail/rejected/DUX5/DUX5-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
16	P0	TSEN15	detail/rejected/TSEN15/TSEN15-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
16	P0	ZNG1E	detail/rejected/ZNG1E/ZNG1E-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
16	P0	SPATA4	detail/rejected/SPATA4/SPATA4-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
16	P0	SPATA33	detail/rejected/SPATA33/SPATA33-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
17	P0	ZNG1B	detail/rejected/ZNG1B/ZNG1B-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
17	P0	Fam209	detail/rejected/Fam209/Fam209-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
17	P0	TESK2	detail/rejected/TESK2/TESK2-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
17	P0	MCRIP2	detail/rejected/MCRIP2/MCRIP2-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
17	P0	DCUN1D5	detail/rejected/DCUN1D5/DCUN1D5-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
18	P0	YPEL3	detail/rejected/YPEL3/YPEL3-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
18	P0	SPATA46	detail/rejected/SPATA46/SPATA46-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
18	P0	SCNM1	detail/rejected/SCNM1/SCNM1-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
18	P0	CTDSPL2	detail/rejected/CTDSPL2/CTDSPL2-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
18	P0	PCNP	detail/rejected/PCNP/PCNP-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
19	P0	TSEN34	detail/rejected/TSEN34/TSEN34-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
19	P0	MBLAC1	detail/rejected/MBLAC1/MBLAC1-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
19	P0	TBATA	detail/rejected/TBATA/TBATA-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
19	P0	TDRP	detail/rejected/TDRP/TDRP-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
19	P0	TSTD1	detail/rejected/TSTD1/TSTD1-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
20	P0	SPATA24	detail/rejected/SPATA24/SPATA24-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
20	P0	Tex24	detail/rejected/Tex24/Tex24-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
